material_id,standard_id,first_seen,internal_name,language,size,direction,theme,optimization,stylization,pain_point,exercise_type,r_version,c_version,m_version,designer,designer_variant,serial_code,parse_status,channels,source_files,total_purchases,total_spend,total_impressions,avg_ctr,avg_roas,has_order
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-1-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-1-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-1-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,16.63,191.0,4.84,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-10-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-10-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-10-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,40.56,2590.0,3.02,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-10_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-10_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,pic,test-10,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,6.93,593.0,7.25,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-2-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-2-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-2-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,57.28,175.0,4.26,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-3-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-3-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-3-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,2.95,55.0,10.0,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-4-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-4-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-4-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,0.98,52.0,1.92,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-5-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-5-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-5-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,19.810000000000002,331.0,3.05,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-6-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-6-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-6-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,0.33999999999999997,33.0,20.0,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,pic,test-6,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,15.32,218.0,4.59,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-7-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-7-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-7-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,49.85,2333.0,3.59,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-7_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-7_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,pic,test-7,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,0.72,31.0,3.23,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-8-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-8-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-8-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,6.859999999999999,160.0,3.42,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-8_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-8_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,pic,test-8,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,4.84,109.0,5.5,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-9-_RS-P3X1R1C3_gy,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-9-_RS-P3X1R1C3_gy,2026-03-26,GrowMe,EN,9x16,pic,test-9-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,5.41,121.0,4.44,0.0,False
20260326_GrowMe_EN_9x16_FX-pic_ZT-test-9_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-pic_ZT-test-9_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,pic,test-9,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,6.08,222.0,7.21,0.0,False
20260326_GrowMe_EN_9x16_FX-test_ZT- speak-B2_RS-P3X1R1C3_fj,20260326_GrowMe_EN_9x16_FX-test_ZT-speak-b2_RS-P3X1R1C3_fj,2026-03-26,GrowMe,EN,9x16,test,speak-b2,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,5.69,538.0,2.23,0.0,False
20260326_growme_EN_9x16_FX-test_ZT-learn_RS-P1X1R3C1_gy,20260326_growme_EN_9x16_FX-test_ZT-learn_RS-P1X1R3C1_gy,2026-03-26,growme,EN,9x16,test,learn,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,245.39,22584.0,2.48,0.0,False
20260326_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20260326_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2026-03-26,growme,EN,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,6.88,164.0,0.61,0.0,False
20260326_growme_TR_9x16_FX-test_ZT-reading_RS-P1X1R3C3_wxx,20260326_growme_TR_9x16_FX-test_ZT-reading_RS-P1X1R3C3_wxx,2026-03-26,growme,TR,9x16,test,reading,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_GrowMe_EN_9x16_FX-test_ZT- ai_RS-P3X1R1C3_fj,20260327_GrowMe_EN_9x16_FX-test_ZT-ai_RS-P3X1R1C3_fj,2026-03-27,GrowMe,EN,9x16,test,ai,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,3.01,48.0,0.0,0.0,False
20260327_GrowMe_EN_9x16_FX-test_ZT- speaki_RS-P3X1R1C3_fj,20260327_GrowMe_EN_9x16_FX-test_ZT-speaki_RS-P3X1R1C3_fj,2026-03-27,GrowMe,EN,9x16,test,speaki,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,8.55,218.0,2.29,0.0,False
20260327_growme_CHT_9x16_FX-test_ZT-english1_RS-P1X1R3C3_wxx,20260327_growme_CHT_9x16_FX-test_ZT-english1_RS-P1X1R3C3_wxx,2026-03-27,growme,CHT,9x16,test,english1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,3.0,114.56,19432.0,2.22,0.2,True
20260327_growme_CHT_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,20260327_growme_CHT_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,2026-03-27,growme,CHT,9x16,test,english2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,232.3,39353.0,2.38,0.0,False
20260327_growme_CHT_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,20260327_growme_CHT_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,2026-03-27,growme,CHT,9x16,test,english3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,23.45,4357.0,1.38,0.0,False
20260327_growme_EN_4x5_FX-pic_ZT-pic1_RS-P1X1R3C3_wxx,20260327_growme_EN_4x5_FX-pic_ZT-pic1_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,4x5,pic,pic1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,15.879999999999999,104.0,4.2,0.0,False
20260327_growme_EN_4x5_FX-pic_ZT-pic2_RS-P1X1R3C3_wxx,20260327_growme_EN_4x5_FX-pic_ZT-pic2_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,4x5,pic,pic2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_4x5_FX-pic_ZT-pic3_RS-P1X1R3C3_wxx,20260327_growme_EN_4x5_FX-pic_ZT-pic3_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,4x5,pic,pic3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_4x5_FX-pic_ZT-pic4_RS-P1X1R3C3_wxx,20260327_growme_EN_4x5_FX-pic_ZT-pic4_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,4x5,pic,pic4,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic10_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic10_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic10,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic11_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic11_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic11,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic5,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic6_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic6_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic6,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic7_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic7_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic7,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic8_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic8_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic8,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-pic_ZT-pic9_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-pic_ZT-pic9_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,pic,pic9,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_EN_9x16_FX-test_ZT-ai_RS-P1X1R3C3_wxx,20260327_growme_EN_9x16_FX-test_ZT-ai_RS-P1X1R3C3_wxx,2026-03-27,growme,EN,9x16,test,ai,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,8.41,98.0,1.02,0.0,False
20260327_growme_EN_9x16_FX-test_ZT-learn1_RS-P1X1R3C1_gy,20260327_growme_EN_9x16_FX-test_ZT-learn1_RS-P1X1R3C1_gy,2026-03-27,growme,EN,9x16,test,learn1,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,69.85,1797.0,4.79,0.0,False
20260327_growme_EN_9x16_FX-test_ZT-learn_RS-P1X1R3C1_gy,20260327_growme_EN_9x16_FX-test_ZT-learn_RS-P1X1R3C1_gy,2026-03-27,growme,EN,9x16,test,learn,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,30.26,615.0,5.37,0.0,False
20260327_growme_JA_9x16_FX-test_ZT-english1_RS-P1X1R3C3_wxx,20260327_growme_JA_9x16_FX-test_ZT-english1_RS-P1X1R3C3_wxx,2026-03-27,growme,JA,9x16,test,english1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,35.49,2856.0,2.91,0.0,False
20260327_growme_JA_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,20260327_growme_JA_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,2026-03-27,growme,JA,9x16,test,english2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20260327_growme_JA_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,20260327_growme_JA_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,2026-03-27,growme,JA,9x16,test,english3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,154.55,12081.0,2.54,0.0,False
20260327_growme_TH_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,20260327_growme_TH_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,2026-03-27,growme,TH,9x16,test,english2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,2.0,189.17,104063.0,1.0,0.2,True
20260327_growme_TH_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,20260327_growme_TH_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,2026-03-27,growme,TH,9x16,test,english3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,69.14,22260.0,1.18,0.0,False
20260327_growme_TR_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,20260327_growme_TR_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,2026-03-27,growme,TR,9x16,test,english2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,66.0,2855.54,1128002.0,0.94,0.28,True
20260327_growme_TR_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,20260327_growme_TR_9x16_FX-test_ZT-english3_RS-P1X1R3C3_wxx,2026-03-27,growme,TR,9x16,test,english3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,2.0,32.129999999999995,18352.0,0.98,0.33,True
20260330_GrowMe_TH_9x16_FX-test_ZT- learn_RS-P3X1R1C3_fj,20260330_GrowMe_TH_9x16_FX-test_ZT-learn_RS-P3X1R1C3_fj,2026-03-30,GrowMe,TH,9x16,test,learn,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,2.0,12.46,3907.0,1.97,3.03,True
20260330_growme_EN_9x16_FX-test_ZT-niupizhi_RS-P1X1R3C3_wxx,20260330_growme_EN_9x16_FX-test_ZT-niupizhi_RS-P1X1R3C3_wxx,2026-03-30,growme,EN,9x16,test,niupizhi,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,1.0,108.09,55043.0,2.04,0.24,True
20260330_growme_KO_9x16_FX-test_ZT-create_RS-P1X1R3C3_wxx,20260330_growme_KO_9x16_FX-test_ZT-create_RS-P1X1R3C3_wxx,2026-03-30,growme,KO,9x16,test,create,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,75.96,9306.0,2.54,0.0,False
20260330_growme_TH_9x16_FX-test_ZT-ceo_RS-P1X1R3C1_gy,20260330_growme_TH_9x16_FX-test_ZT-ceo_RS-P1X1R3C1_gy,2026-03-30,growme,TH,9x16,test,ceo,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,5.34,2086.0,0.86,0.0,False
20260330_growme_TH_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,20260330_growme_TH_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,2026-03-30,growme,TH,9x16,test,pencil,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,85.4,23181.0,1.69,0.0,False
20260330_growme_TH_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20260330_growme_TH_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2026-03-30,growme,TH,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,17.0,1345.66,619694.0,1.48,0.33,True
20260330_growme_TR_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,20260330_growme_TR_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,2026-03-30,growme,TR,9x16,test,pencil,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,46.0,2487.52,1121867.0,1.4,0.35,True
20260331_GrowMe_TH_9x16_FX-test_ZT- ai_RS-P3X1R1C3_fj,20260331_GrowMe_TH_9x16_FX-test_ZT-ai_RS-P3X1R1C3_fj,2026-03-31,GrowMe,TH,9x16,test,ai,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,7.37,2655.0,1.17,0.0,False
20260331_growme_EN_4x5_FX-pic_ZT-pic1_RS-P1X1R3C3_wxx,20260331_growme_EN_4x5_FX-pic_ZT-pic1_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,4x5,pic,pic1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,1.92,107.0,1.87,0.0,False
20260331_growme_EN_4x5_FX-pic_ZT-pic2_RS-P1X1R3C3_wxx,20260331_growme_EN_4x5_FX-pic_ZT-pic2_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,4x5,pic,pic2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.23,129.0,3.1,0.0,False
20260331_growme_EN_4x5_FX-pic_ZT-pic3_RS-P1X1R3C3_wxx,20260331_growme_EN_4x5_FX-pic_ZT-pic3_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,4x5,pic,pic3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,5.62,89.0,1.12,0.0,False
20260331_growme_EN_4x5_FX-pic_ZT-pic4_RS-P1X1R3C3_wxx,20260331_growme_EN_4x5_FX-pic_ZT-pic4_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,4x5,pic,pic4,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,24.68,1006.0,3.48,0.0,False
20260331_growme_EN_4x5_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,20260331_growme_EN_4x5_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,4x5,pic,pic5,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,28.32,3602.0,2.72,0.0,False
20260331_growme_EN_9x16_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-pic_ZT-pic5_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,pic,pic5,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,13.18,366.0,3.28,0.0,False
20260331_growme_EN_9x16_FX-pic_ZT-pic6_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-pic_ZT-pic6_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,pic,pic6,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.1,74.0,2.7,0.0,False
20260331_growme_EN_9x16_FX-pic_ZT-pic7_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-pic_ZT-pic7_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,pic,pic7,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,9.18,710.0,3.24,0.0,False
20260331_growme_EN_9x16_FX-pic_ZT-pic8_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-pic_ZT-pic8_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,pic,pic8,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,1.16,65.0,1.54,0.0,False
20260331_growme_EN_9x16_FX-pic_ZT-pic9_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-pic_ZT-pic9_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,pic,pic9,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,4.68,438.0,4.79,0.0,False
20260331_growme_EN_9x16_FX-test_ZT-englishbook_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-test_ZT-englishbook_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,test,englishbook,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,3.41,3069.0,1.82,0.0,False
20260331_growme_EN_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,20260331_growme_EN_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,2026-03-31,growme,EN,9x16,test,pencil,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,5.0,175.55,253127.0,1.58,0.27,True
20260331_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20260331_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2026-03-31,growme,EN,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,23.38,15952.0,1.91,0.0,False
20260331_growme_TH_9x16_FX-test_ZT-AI_RS-P1X1R3C3_wxx,20260331_growme_TH_9x16_FX-test_ZT-ai_RS-P1X1R3C3_wxx,2026-03-31,growme,TH,9x16,test,ai,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,4.58,1765.0,1.02,0.0,False
20260331_growme_TH_9x16_FX-test_ZT-AIlunbo_RS-P1X1R3C3_wxx,20260331_growme_TH_9x16_FX-test_ZT-ailunbo_RS-P1X1R3C3_wxx,2026-03-31,growme,TH,9x16,test,ailunbo,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,3.13,1124.0,1.16,0.0,False
20260331_growme_TH_9x16_FX-test_ZT-girl_RS-P1X1R3C3_wxx,20260331_growme_TH_9x16_FX-test_ZT-girl_RS-P1X1R3C3_wxx,2026-03-31,growme,TH,9x16,test,girl,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.71,305.0,0.98,0.0,False
20260331_growme_TH_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20260331_growme_TH_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2026-03-31,growme,TH,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,19.5,6555.0,1.56,0.0,False
20260331_growme_TR_9x16_FX-test_ZT-AI_RS-P1X1R3C3_wxx,20260331_growme_TR_9x16_FX-test_ZT-ai_RS-P1X1R3C3_wxx,2026-03-31,growme,TR,9x16,test,ai,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,63.010000000000005,24201.0,0.68,0.0,False
20260331_growme_TR_9x16_FX-test_ZT-AIlunbo_RS-P1X1R3C3_wxx,20260331_growme_TR_9x16_FX-test_ZT-ailunbo_RS-P1X1R3C3_wxx,2026-03-31,growme,TR,9x16,test,ailunbo,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,11.02,5822.0,1.03,0.0,False
20260331_growme_TR_9x16_FX-test_ZT-girl_RS-P1X1R3C3_wxx,20260331_growme_TR_9x16_FX-test_ZT-girl_RS-P1X1R3C3_wxx,2026-03-31,growme,TR,9x16,test,girl,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,18.47,8620.0,1.35,0.0,False
20260401_GrowMe_EN_9x16_FX-pic_ZT-test-1-_RS-P3X1R1C3_gy,20260401_GrowMe_EN_9x16_FX-pic_ZT-test-1-_RS-P3X1R1C3_gy,2026-04-01,GrowMe,EN,9x16,pic,test-1-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,4.24,711.0,4.36,0.0,False
20260401_GrowMe_EN_9x16_FX-pic_ZT-test-2-_RS-P3X1R1C3_gy,20260401_GrowMe_EN_9x16_FX-pic_ZT-test-2-_RS-P3X1R1C3_gy,2026-04-01,GrowMe,EN,9x16,pic,test-2-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,5.25,123.0,2.44,0.0,False
20260401_GrowMe_EN_9x16_FX-pic_ZT-test-3-_RS-P3X1R1C3_gy,20260401_GrowMe_EN_9x16_FX-pic_ZT-test-3-_RS-P3X1R1C3_gy,2026-04-01,GrowMe,EN,9x16,pic,test-3-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,6.77,4216.0,1.92,0.0,False
20260401_GrowMe_EN_9x16_FX-pic_ZT-test-4-_RS-P3X1R1C3_gy,20260401_GrowMe_EN_9x16_FX-pic_ZT-test-4-_RS-P3X1R1C3_gy,2026-04-01,GrowMe,EN,9x16,pic,test-4-,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,26.0,2097.0,2.62,0.0,False
